Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs L as R,0.136,0.254,0.53,0.234,0.39,0.447,0.837,0.213,0.276,0.25,0.43799999999999994,0.313,0.1,0.3,0.0,0.25,0.469,0.281,0.313,0.313,0.375,88.7,7.5,12.4,L,19
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs R as R,0.105,0.21100000000000002,0.5,0.206,0.289,0.206,0.495,0.0,0.269,0.192,0.615,0.192,0.0,0.0,0.0,0.385,0.462,0.154,0.192,0.654,0.154,83.4,7.5,0.0,R,19
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs R as R,0.042,0.165,0.26,0.271,0.311,0.402,0.713,0.131,0.306,0.158,0.418,0.424,0.171,0.071,0.145,0.424,0.37,0.20600000000000002,0.242,0.509,0.248,83.5,17.3,4.0,R,19
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs L as L,0.105,0.105,1.0,0.235,0.316,0.235,0.551,0.0,0.267,0.067,0.467,0.467,0.28600000000000003,0.0,0.0,0.067,0.467,0.467,0.467,0.5329999999999999,0.0,87.7,17.3,5.1,L,19
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs L as R,0.083,0.226,0.37,0.296,0.405,0.704,1.109,0.408,0.311,0.17300000000000001,0.423,0.40399999999999997,0.14300000000000002,0.33299999999999996,0.045,0.40399999999999997,0.28800000000000003,0.308,0.17300000000000001,0.40399999999999997,0.423,91.1,9.0,9.5,L,19
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R as L,0.131,0.198,0.66,0.251,0.354,0.432,0.786,0.181,0.294,0.209,0.46299999999999997,0.32799999999999996,0.069,0.121,0.073,0.41200000000000003,0.35600000000000004,0.23199999999999998,0.11900000000000001,0.5479999999999999,0.33299999999999996,89.8,10.3,7.5,R,19
CHICAGO CUBS,Michael Hermosillo,advanced,Batter,Handedness,2022,vs L as R,0.107,0.46399999999999997,0.23,0.045,0.25,0.091,0.341,0.045,0.111,0.222,0.444,0.33299999999999996,0.0,0.0,0.0,0.667,0.222,0.111,0.0,0.556,0.444,85.8,17.5,21.4,L,19
LOS ANGELES DODGERS,Max Muncy,advanced,Batter,Handedness,2022,vs R as L,0.19,0.252,0.75,0.166,0.329,0.308,0.636,0.142,0.207,0.14800000000000002,0.278,0.574,0.106,0.076,0.031,0.44799999999999995,0.319,0.233,0.147,0.474,0.379,88.8,21.2,12.8,R,19
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs R as L,0.111,0.16699999999999998,0.67,0.305,0.38,0.442,0.822,0.137,0.359,0.237,0.442,0.321,0.12,0.06,0.10099999999999999,0.397,0.397,0.205,0.17300000000000001,0.506,0.321,87.4,8.7,6.0,R,19
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs L as R,0.034,0.414,0.08,0.185,0.241,0.37,0.612,0.185,0.286,0.2,0.33299999999999996,0.467,0.14300000000000002,0.14300000000000002,0.0,0.5329999999999999,0.4,0.067,0.2,0.467,0.33299999999999996,88.4,15.0,15.6,L,19
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs L as R,0.146,0.134,1.09,0.377,0.476,0.551,1.026,0.174,0.429,0.172,0.517,0.31,0.055999999999999994,0.111,0.2,0.36200000000000004,0.345,0.293,0.19,0.569,0.24100000000000002,88.4898305084745,12.98549152542372,7.5555254237288105,L,19
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs R as L,0.054000000000000006,0.109,0.5,0.254,0.295,0.375,0.67,0.121,0.263,0.18600000000000003,0.47,0.344,0.068,0.081,0.04,0.363,0.391,0.247,0.163,0.512,0.326,88.4898305084745,12.98549152542372,7.5555254237288105,R,19
LOS ANGELES DODGERS,Blake Treinen,advanced,Batter,Handedness,2022,vs L as L,0.105,0.395,0.27,0.152,0.263,0.242,0.506,0.091,0.235,0.111,0.389,0.5,0.0,0.111,0.0,0.222,0.556,0.222,0.16699999999999998,0.444,0.389,88.4898305084745,12.98549152542372,7.5555254237288105,L,19
SAN FRANCISCO GIANTS,Luis Gonzalez,advanced,Batter,Handedness,2022,vs R as L,0.087,0.188,0.46,0.326,0.383,0.492,0.875,0.167,0.385,0.223,0.42700000000000005,0.35,0.027999999999999997,0.083,0.068,0.336,0.355,0.308,0.11199999999999999,0.607,0.28,88.4898305084745,12.98549152542372,7.5555254237288105,R,19
