Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
ATLANTA BRAVES,Guillermo Heredia,advanced,Batter,Handedness,2022,vs R as R,0.063,0.406,0.15,0.1,0.156,0.3,0.456,0.2,0.067,0.11800000000000001,0.353,0.529,0.0,0.222,0.16699999999999998,0.41200000000000003,0.47100000000000003,0.11800000000000001,0.11800000000000001,0.41200000000000003,0.47100000000000003,86.8,14.7,16.1,R,3
ATLANTA BRAVES,Manny Pina,advanced,Batter,Handedness,2022,vs L as R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.75,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
ATLANTA BRAVES,Manny Pina,advanced,Batter,Handedness,2022,vs R as R,0.077,0.077,1.0,0.2,0.308,0.2,0.508,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.2,0.5,0.2,0.5,0.3,88.4898305084745,12.98549152542372,7.5555254237288105,R,3
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs L as L,0.086,0.21,0.41,0.274,0.337,0.368,0.705,0.095,0.338,0.13699999999999998,0.6990000000000001,0.16399999999999998,0.16699999999999998,0.16699999999999998,0.11800000000000001,0.446,0.257,0.297,0.21600000000000003,0.45899999999999996,0.324,90.9,5.4,9.5,L,3
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs R as R,0.08800000000000001,0.273,0.32,0.214,0.287,0.474,0.762,0.26,0.228,0.19,0.35,0.46,0.111,0.222,0.083,0.43799999999999994,0.32799999999999996,0.23399999999999999,0.146,0.511,0.34299999999999997,89.9,20.6,15.3,R,3
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs L as L,0.09699999999999999,0.264,0.37,0.219,0.306,0.344,0.649,0.125,0.279,0.133,0.4,0.467,0.14300000000000002,0.095,0.111,0.222,0.489,0.289,0.244,0.444,0.311,91.1,14.9,12.5,L,3
MILWAUKEE BREWERS,Luis Urias,advanced,Batter,Handedness,2022,vs L as R,0.095,0.127,0.75,0.296,0.381,0.463,0.844,0.167,0.311,0.23399999999999999,0.426,0.34,0.063,0.125,0.0,0.5529999999999999,0.27699999999999997,0.17,0.149,0.5529999999999999,0.298,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
MILWAUKEE BREWERS,Luis Urias,advanced,Batter,Handedness,2022,vs R as R,0.107,0.267,0.4,0.202,0.294,0.374,0.668,0.172,0.234,0.14800000000000002,0.38299999999999995,0.47,0.09300000000000001,0.14800000000000002,0.091,0.513,0.278,0.209,0.2,0.47,0.33,88.4898305084745,12.98549152542372,7.5555254237288105,R,3
MILWAUKEE BREWERS,Jace Peterson,advanced,Batter,Handedness,2022,vs R as L,0.08800000000000001,0.27,0.33,0.247,0.315,0.434,0.749,0.187,0.311,0.205,0.425,0.37,0.0,0.149,0.07400000000000001,0.408,0.369,0.223,0.131,0.508,0.36200000000000004,89.0,9.6,7.6,R,3
MILWAUKEE BREWERS,Omar Narvaez,advanced,Batter,Handedness,2022,vs R as L,0.106,0.193,0.55,0.246,0.335,0.387,0.723,0.141,0.296,0.245,0.336,0.418,0.043,0.065,0.0,0.405,0.342,0.252,0.162,0.595,0.243,88.4898305084745,12.98549152542372,7.5555254237288105,R,3
ST. LOUIS CARDINALS,Brendan Donovan,advanced,Batter,Handedness,2022,vs L as L,0.171,0.122,1.4,0.353,0.463,0.412,0.875,0.059,0.414,0.24100000000000002,0.621,0.138,0.0,0.0,0.055999999999999994,0.379,0.207,0.414,0.172,0.586,0.24100000000000002,86.6,7.4,1.2,L,3
ST. LOUIS CARDINALS,Tommy Edman,advanced,Batter,Handedness,2022,vs R as L,0.08900000000000001,0.192,0.46,0.245,0.32,0.36,0.68,0.115,0.29,0.175,0.5489999999999999,0.27699999999999997,0.105,0.105,0.062,0.42,0.36200000000000004,0.217,0.126,0.594,0.28,88.5,8.3,6.2,R,3
ST. LOUIS CARDINALS,Juan Yepez,advanced,Batter,Handedness,2022,vs R as R,0.05,0.233,0.21,0.262,0.3,0.494,0.794,0.232,0.288,0.172,0.36700000000000005,0.461,0.153,0.16899999999999998,0.128,0.555,0.242,0.203,0.203,0.45299999999999996,0.344,87.5,18.2,10.2,R,3
ST. LOUIS CARDINALS,Corey Dickerson,advanced,Batter,Handedness,2022,vs L as L,0.071,0.071,1.0,0.083,0.214,0.167,0.381,0.083,0.091,0.091,0.545,0.364,0.0,0.0,0.0,0.364,0.364,0.273,0.273,0.545,0.182,87.0,17.0,5.7,L,3
ST. LOUIS CARDINALS,Andrew Knizner,advanced,Batter,Handedness,2022,vs L as R,0.094,0.188,0.5,0.143,0.25,0.286,0.536,0.143,0.143,0.22699999999999998,0.273,0.5,0.182,0.091,0.0,0.5,0.136,0.364,0.273,0.5,0.22699999999999998,84.5,18.6,2.8,L,3
ST. LOUIS CARDINALS,Andrew Knizner,advanced,Batter,Handedness,2022,vs R as R,0.09300000000000001,0.209,0.44,0.211,0.297,0.237,0.534,0.026,0.276,0.172,0.46,0.368,0.25,0.0,0.0,0.35200000000000004,0.375,0.273,0.273,0.557,0.17,84.5,18.6,2.8,R,3
ST. LOUIS CARDINALS,Alex Reyes,advanced,Batter,Handedness,2022,vs L as L,0.038,0.34600000000000003,0.11,0.16,0.192,0.2,0.392,0.04,0.25,0.188,0.563,0.25,0.25,0.0,0.111,0.125,0.43799999999999994,0.43799999999999994,0.188,0.813,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
CHICAGO CUBS,Nelson Velazquez,advanced,Batter,Handedness,2022,vs R as R,0.067,0.3,0.22,0.214,0.267,0.25,0.517,0.036,0.316,0.21100000000000002,0.42100000000000004,0.368,0.28600000000000003,0.0,0.0,0.316,0.474,0.21100000000000002,0.316,0.474,0.21100000000000002,88.4898305084745,12.98549152542372,7.5555254237288105,R,3
CHICAGO CUBS,Nick Madrigal,advanced,Batter,Handedness,2022,vs L as R,0.0,0.07,0.0,0.238,0.238,0.262,0.5,0.024,0.256,0.205,0.667,0.128,0.0,0.0,0.0,0.5,0.3,0.2,0.2,0.6,0.2,86.4,-0.6,0.0,L,3
CHICAGO CUBS,Jason Heyward,advanced,Batter,Handedness,2022,vs L as L,0.0,0.261,0.0,0.217,0.217,0.217,0.435,0.0,0.294,0.11800000000000001,0.588,0.294,0.2,0.0,0.1,0.41200000000000003,0.529,0.059000000000000004,0.353,0.17600000000000002,0.47100000000000003,87.6,13.1,4.8,L,3
CHICAGO CUBS,Wade Miley,advanced,Batter,Handedness,2022,vs L as L,0.038,0.34600000000000003,0.11,0.16,0.192,0.2,0.392,0.04,0.25,0.188,0.563,0.25,0.25,0.0,0.111,0.125,0.43799999999999994,0.43799999999999994,0.188,0.813,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
CHICAGO CUBS,Codi Heuer,advanced,Batter,Handedness,2022,vs R as R,0.071,0.253,0.28,0.288,0.346,0.457,0.803,0.169,0.368,0.281,0.382,0.337,0.067,0.11699999999999999,0.044000000000000004,0.303,0.371,0.326,0.084,0.545,0.371,88.4898305084745,12.98549152542372,7.5555254237288105,R,3
CHICAGO CUBS,Brad Wieck,advanced,Batter,Handedness,2022,vs L as R,0.083,0.345,0.24,0.237,0.31,0.539,0.849,0.303,0.293,0.149,0.17,0.6809999999999999,0.031,0.188,0.125,0.489,0.213,0.298,0.17,0.447,0.38299999999999995,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs L as L,0.046,0.154,0.3,0.226,0.262,0.274,0.536,0.048,0.255,0.135,0.6920000000000001,0.17300000000000001,0.222,0.111,0.16699999999999998,0.34600000000000003,0.34600000000000003,0.308,0.192,0.7120000000000001,0.096,87.5,1.9,6.4,L,3
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs R as L,0.07200000000000001,0.204,0.35,0.261,0.322,0.471,0.793,0.21,0.294,0.16699999999999998,0.556,0.278,0.033,0.2,0.083,0.41700000000000004,0.35200000000000004,0.231,0.12,0.509,0.37,87.5,1.9,6.4,R,3
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs R as R,0.04,0.16,0.25,0.167,0.2,0.375,0.575,0.208,0.158,0.158,0.579,0.263,0.2,0.2,0.0,0.4,0.3,0.3,0.15,0.6,0.25,82.8,9.0,1.6,R,3
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs R as R,0.09699999999999999,0.145,0.67,0.262,0.339,0.455,0.795,0.193,0.273,0.212,0.371,0.418,0.113,0.127,0.048,0.5,0.282,0.218,0.135,0.547,0.318,88.6,19.8,6.5,R,3
SAN FRANCISCO GIANTS,Yermin Mercedes,advanced,Batter,Handedness,2022,vs L as R,0.0,0.278,0.0,0.333,0.333,0.611,0.944,0.278,0.417,0.5379999999999999,0.077,0.385,0.0,0.2,0.0,0.462,0.5379999999999999,0.0,0.0,0.462,0.5379999999999999,88.4898305084745,12.98549152542372,7.5555254237288105,L,3
SAN FRANCISCO GIANTS,Evan Longoria,advanced,Batter,Handedness,2022,vs L as R,0.085,0.28800000000000003,0.29,0.283,0.339,0.491,0.83,0.208,0.353,0.162,0.324,0.514,0.105,0.158,0.0,0.486,0.243,0.27,0.162,0.405,0.43200000000000005,89.8,18.5,14.0,L,3
