Player,Player_url,Team,Team_abbr,Player_pos,Player_hand
Keegan Thompson,https://www.fangraphs.com/players/keegan-thompson/19795/,cubs, CHC,SP,R
David Robertson,https://www.fangraphs.com/players/david-robertson/8241/,cubs, CHC,RP,R
Mychal Givens,https://www.fangraphs.com/players/mychal-givens/10430/,cubs, CHC,RP,R
Chris Martin,https://www.fangraphs.com/players/chris-martin/11847/,cubs, CHC,RP,R
Scott Effross,https://www.fangraphs.com/players/scott-effross/18384/,cubs, CHC,RP,R
Rowan Wick,https://www.fangraphs.com/players/rowan-wick/14646/,cubs, CHC,RP,R
Brandon Hughes,https://www.fangraphs.com/players/brandon-hughes/23460/,cubs, CHC,RP,L
Daniel Norris,https://www.fangraphs.com/players/daniel-norris/13475/,cubs, CHC,RP,L
Mark Leiter Jr.,https://www.fangraphs.com/players/mark-leiter/15551/,cubs, CHC,RP,R
Nick Madrigal,https://www.fangraphs.com/players/nick-madrigal/20521/,cubs, CHC,2B,R
Andrelton Simmons,https://www.fangraphs.com/players/andrelton-simmons/10847/,cubs, CHC,INF,R
Michael Hermosillo,https://www.fangraphs.com/players/michael-hermosillo/16285/,cubs, CHC,OF,R
Jason Heyward,https://www.fangraphs.com/players/jason-heyward/4940/,cubs, CHC,OF,L
Adbert Alzolay,https://www.fangraphs.com/players/adbert-alzolay/17859/,cubs, CHC,SP,R
Kyle Hendricks,https://www.fangraphs.com/players/kyle-hendricks/12049/,cubs, CHC,SP,R
Wade Miley,https://www.fangraphs.com/players/wade-miley/8779/,cubs, CHC,SP,L
Alec Mills,https://www.fangraphs.com/players/alec-mills/13834/,cubs, CHC,SP,R
Codi Heuer,https://www.fangraphs.com/players/codi-heuer/23293/,cubs, CHC,RP,R
Ethan Roberts,https://www.fangraphs.com/players/ethan-roberts/24930/,cubs, CHC,RP,R
Manuel Rodríguez,https://www.fangraphs.com/players/manuel-rodriguez/20794/,cubs, CHC,RP,R
Brad Wieck,https://www.fangraphs.com/players/brad-wieck/16390/,cubs, CHC,RP,L
Jonathan India,https://www.fangraphs.com/players/jonathan-india/21523/,reds, CIN,2B,R
Brandon Drury,https://www.fangraphs.com/players/brandon-drury/11615/,reds, CIN,3B,R
Tommy Pham,https://www.fangraphs.com/players/tommy-pham/2967/,reds, CIN,LF,R
Joey Votto,https://www.fangraphs.com/players/joey-votto/4314/,reds, CIN,1B,L
Tyler Stephenson,https://www.fangraphs.com/players/tyler-stephenson/17988/,reds, CIN,C,R
Tyler Naquin,https://www.fangraphs.com/players/tyler-naquin/13359/,reds, CIN,RF,L
Kyle Farmer,https://www.fangraphs.com/players/kyle-farmer/14813/,reds, CIN,SS,R
Donovan Solano,https://www.fangraphs.com/players/donovan-solano/8623/,reds, CIN,DH,R
Nick Senzel,https://www.fangraphs.com/players/nick-senzel/19293/,reds, CIN,CF,R
Michael Papierski,https://www.fangraphs.com/players/michael-papierski/21386/,reds, CIN,C,S
Matt Reynolds,https://www.fangraphs.com/players/matt-reynolds/13788/,reds, CIN,INF/OF,R
Max Schrock,https://www.fangraphs.com/players/max-schrock/17750/,reds, CIN,INF/OF,L
Stuart Fairchild,https://www.fangraphs.com/players/stuart-fairchild/20321/,reds, CIN,OF,R
Luis Castillo,https://www.fangraphs.com/players/luis-castillo/15689/,reds, CIN,SP,R
Hunter Greene,https://www.fangraphs.com/players/hunter-greene/22182/,reds, CIN,SP,R
Nick Lodolo,https://www.fangraphs.com/players/nick-lodolo/26378/,reds, CIN,SP,L
Graham Ashcraft,https://www.fangraphs.com/players/graham-ashcraft/27552/,reds, CIN,SP,R
Mike Minor,https://www.fangraphs.com/players/mike-minor/10021/,reds, CIN,SP,L
Alexis Díaz,https://www.fangraphs.com/players/alexis-diaz/21132/,reds, CIN,RP,R
Hunter Strickland,https://www.fangraphs.com/players/hunter-strickland/7836/,reds, CIN,RP,R
Jeff Hoffman,https://www.fangraphs.com/players/jeff-hoffman/17432/,reds, CIN,RP,R
Reiver Sanmartin,https://www.fangraphs.com/players/reiver-sanmartin/19754/,reds, CIN,RP,L
Ian Gibaut,https://www.fangraphs.com/players/ian-gibaut/17871/,reds, CIN,RP,R
Joel Kuhnel,https://www.fangraphs.com/players/joel-kuhnel/19995/,reds, CIN,RP,R
Dauri Moreta,https://www.fangraphs.com/players/dauri-moreta/21101/,reds, CIN,RP,R
Buck Farmer,https://www.fangraphs.com/players/buck-farmer/14814/,reds, CIN,RP,R
Aramis Garcia,https://www.fangraphs.com/players/aramis-garcia/16925/,reds, CIN,C,R
Mike Moustakas,https://www.fangraphs.com/players/mike-moustakas/4892/,reds, CIN,3B,L
Jake Fraley,https://www.fangraphs.com/players/jake-fraley/19260/,reds, CIN,OF,L
Albert Almora Jr.,https://www.fangraphs.com/players/albert-almora-jr/14109/,reds, CIN,OF,R
Aristides Aquino,https://www.fangraphs.com/players/aristides-aquino/15482/,reds, CIN,OF,R
Justin Dunn,https://www.fangraphs.com/players/justin-dunn/19268/,reds, CIN,SP,R
Vladimir Gutierrez,https://www.fangraphs.com/players/vladimir-gutierrez/19278/,reds, CIN,SP,R
Tyler Mahle,https://www.fangraphs.com/players/tyler-mahle/16358/,reds, CIN,SP,R
Connor Overton,https://www.fangraphs.com/players/connor-overton/18376/,reds, CIN,SP,R
Tejay Antone,https://www.fangraphs.com/players/tejay-antone/16233/,reds, CIN,RP,R
Luis Cessa,https://www.fangraphs.com/players/luis-cessa/13345/,reds, CIN,RP,R
Ross Detwiler,https://www.fangraphs.com/players/ross-detwiler/2859/,reds, CIN,RP,L
Daniel Duarte,https://www.fangraphs.com/players/daniel-duarte/17480/,reds, CIN,RP,R
Tony Santillan,https://www.fangraphs.com/players/tony-santillan/19926/,reds, CIN,RP,R
Lucas Sims,https://www.fangraphs.com/players/lucas-sims/13470/,reds, CIN,RP,R
Art Warren,https://www.fangraphs.com/players/art-warren/18251/,reds, CIN,RP,R
Justin Wilson,https://www.fangraphs.com/players/justin-wilson/4301/,reds, CIN,RP,L
Connor Joe,https://www.fangraphs.com/players/connor-joe/16572/,rockies, COL,RF,R
Kris Bryant,https://www.fangraphs.com/players/kris-bryant/15429/,rockies, COL,LF,R
Charlie Blackmon,https://www.fangraphs.com/players/charlie-blackmon/7859/,rockies, COL,DH,L
C.J. Cron,https://www.fangraphs.com/players/cj-cron/12546/,rockies, COL,1B,R
Brendan Rodgers,https://www.fangraphs.com/players/brendan-rodgers/17907/,rockies, COL,2B,R
Ryan McMahon,https://www.fangraphs.com/players/ryan-mcmahon/15112/,rockies, COL,3B,L
José Iglesias,https://www.fangraphs.com/players/jose-iglesias/10231/,rockies, COL,SS,R
Randal Grichuk,https://www.fangraphs.com/players/randal-grichuk/10243/,rockies, COL,CF,R
Elias Díaz,https://www.fangraphs.com/players/elias-diaz/11680/,rockies, COL,C,R
Brian Serven,https://www.fangraphs.com/players/brian-serven/19422/,rockies, COL,C,R
Garrett Hampson,https://www.fangraphs.com/players/garrett-hampson/19262/,rockies, COL,INF/OF,R
Yonathan Daza,https://www.fangraphs.com/players/yonathan-daza/15794/,rockies, COL,OF,R
Sam Hilliard,https://www.fangraphs.com/players/sam-hilliard/17954/,rockies, COL,OF,L
Germán Márquez,https://www.fangraphs.com/players/german-marquez/15038/,rockies, COL,SP,R
José Ureña,https://www.fangraphs.com/players/jose-urena/11589/,rockies, COL,SP,R
Austin Gomber,https://www.fangraphs.com/players/austin-gomber/16561/,rockies, COL,SP,L
Chad Kuhl,https://www.fangraphs.com/players/chad-kuhl/14975/,rockies, COL,SP,R
Kyle Freeland,https://www.fangraphs.com/players/kyle-freeland/16256/,rockies, COL,SP,L
Daniel Bard,https://www.fangraphs.com/players/daniel-bard/7115/,rockies, COL,RP,R
Alex Colomé,https://www.fangraphs.com/players/alex-colome/6661/,rockies, COL,RP,R
Carlos Estévez,https://www.fangraphs.com/players/carlos-estevez/14542/,rockies, COL,RP,R
Lucas Gilbreath,https://www.fangraphs.com/players/lucas-gilbreath/21290/,rockies, COL,RP,L
Robert Stephenson,https://www.fangraphs.com/players/robert-stephenson/13594/,rockies, COL,RP,R
Jake Bird,https://www.fangraphs.com/players/jake-bird/21267/,rockies, COL,RP,R
Ty Blach,https://www.fangraphs.com/players/ty-blach/14361/,rockies, COL,RP,L
Jhoulys Chacín,https://www.fangraphs.com/players/jhoulys-chacin/2608/,rockies, COL,RP,R
Sean Bouchard,https://www.fangraphs.com/players/sean-bouchard/21270/,rockies, COL,OF/INF,R
Helcris Olivarez,https://www.fangraphs.com/players/helcris-olivarez/sa3002965/,rockies, COL,SP,L
Ryan Rolison,https://www.fangraphs.com/players/ryan-rolison/sa3008244/,rockies, COL,SP,L
Antonio Senzatela,https://www.fangraphs.com/players/antonio-senzatela/15488/,rockies, COL,SP,R
Tyler Kinley,https://www.fangraphs.com/players/tyler-kinley/18297/,rockies, COL,RP,R
Scott Oberg,https://www.fangraphs.com/players/scott-oberg/13911/,rockies, COL,RP,R
Mookie Betts,https://www.fangraphs.com/players/mookie-betts/13611/,dodgers, LAD,RF,R
Trea Turner,https://www.fangraphs.com/players/trea-turner/16252/,dodgers, LAD,SS,R
Freddie Freeman,https://www.fangraphs.com/players/freddie-freeman/5361/,dodgers, LAD,1B,L
Will Smith,https://www.fangraphs.com/players/will-smith/19197/,dodgers, LAD,C,R
Justin Turner,https://www.fangraphs.com/players/justin-turner/5235/,dodgers, LAD,3B,R
Jake Lamb,https://www.fangraphs.com/players/jake-lamb/13329/,dodgers, LAD,DH,L
Cody Bellinger,https://www.fangraphs.com/players/cody-bellinger/15998/,dodgers, LAD,CF,L
Max Muncy,https://www.fangraphs.com/players/max-muncy/13301/,dodgers, LAD,2B,L
Gavin Lux,https://www.fangraphs.com/players/gavin-lux/19955/,dodgers, LAD,LF,L
Austin Barnes,https://www.fangraphs.com/players/austin-barnes/12158/,dodgers, LAD,C,R
Hanser Alberto,https://www.fangraphs.com/players/hanser-alberto/11902/,dodgers, LAD,INF/OF,R
Zach McKinstry,https://www.fangraphs.com/players/zach-mckinstry/19392/,dodgers, LAD,INF/OF,L
Trayce Thompson,https://www.fangraphs.com/players/trayce-thompson/9952/,dodgers, LAD,OF,R
Clayton Kershaw,https://www.fangraphs.com/players/clayton-kershaw/2036/,dodgers, LAD,SP,L
Julio Urías,https://www.fangraphs.com/players/julio-urias/14765/,dodgers, LAD,SP,L
Mitch White,https://www.fangraphs.com/players/mitch-white/19225/,dodgers, LAD,SP,R
Tony Gonsolin,https://www.fangraphs.com/players/tony-gonsolin/19388/,dodgers, LAD,SP,R
Tyler Anderson,https://www.fangraphs.com/players/tyler-anderson/12880/,dodgers, LAD,SP,L
Craig Kimbrel,https://www.fangraphs.com/players/craig-kimbrel/6655/,dodgers, LAD,RP,R
Evan Phillips,https://www.fangraphs.com/players/evan-phillips/17734/,dodgers, LAD,RP,R
Alex Vesia,https://www.fangraphs.com/players/alex-vesia/25007/,dodgers, LAD,RP,L
Yency Almonte,https://www.fangraphs.com/players/yency-almonte/15068/,dodgers, LAD,RP,R
Phil Bickford,https://www.fangraphs.com/players/phil-bickford/18519/,dodgers, LAD,RP,R
Caleb Ferguson,https://www.fangraphs.com/players/caleb-ferguson/19349/,dodgers, LAD,RP,L
Reyes Moronta,https://www.fangraphs.com/players/reyes-moronta/14966/,dodgers, LAD,RP,R
David Price,https://www.fangraphs.com/players/david-price/3184/,dodgers, LAD,RP,L
Edwin Ríos,https://www.fangraphs.com/players/edwin-rios/18316/,dodgers, LAD,INF/OF,L
Kevin Pillar,https://www.fangraphs.com/players/kevin-pillar/12434/,dodgers, LAD,OF,R
Chris Taylor,https://www.fangraphs.com/players/chris-taylor/13757/,dodgers, LAD,OF/INF,R
Walker Buehler,https://www.fangraphs.com/players/walker-buehler/19374/,dodgers, LAD,SP,R
Andrew Heaney,https://www.fangraphs.com/players/andrew-heaney/15423/,dodgers, LAD,SP,L
Dustin May,https://www.fangraphs.com/players/dustin-may/19716/,dodgers, LAD,SP,R
Danny Duffy,https://www.fangraphs.com/players/danny-duffy/3542/,dodgers, LAD,RP,L
Victor González,https://www.fangraphs.com/players/victor-gonzalez/16408/,dodgers, LAD,RP,L
Brusdar Graterol,https://www.fangraphs.com/players/brusdar-graterol/20367/,dodgers, LAD,RP,R
Daniel Hudson,https://www.fangraphs.com/players/daniel-hudson/7146/,dodgers, LAD,RP,R
Tommy Kahnle,https://www.fangraphs.com/players/tommy-kahnle/11384/,dodgers, LAD,RP,R
Jimmy Nelson,https://www.fangraphs.com/players/jimmy-nelson/10547/,dodgers, LAD,RP,R
Blake Treinen,https://www.fangraphs.com/players/blake-treinen/12572/,dodgers, LAD,RP,R
Joey Wendle,https://www.fangraphs.com/players/joey-wendle/13853/,marlins, MIA,2B,L
Jon Berti,https://www.fangraphs.com/players/jon-berti/12037/,marlins, MIA,LF,R
Garrett Cooper,https://www.fangraphs.com/players/garrett-cooper/15279/,marlins, MIA,DH,R
Jesús Aguilar,https://www.fangraphs.com/players/jesus-aguilar/11342/,marlins, MIA,1B,R
Avisaíl García,https://www.fangraphs.com/players/avisail-garcia/5760/,marlins, MIA,RF,R
Brian Anderson,https://www.fangraphs.com/players/brian-anderson/18289/,marlins, MIA,3B,R
Jesús Sánchez,https://www.fangraphs.com/players/jesus-sanchez/19913/,marlins, MIA,CF,L
Miguel Rojas,https://www.fangraphs.com/players/miguel-rojas/7802/,marlins, MIA,SS,R
Jacob Stallings,https://www.fangraphs.com/players/jacob-stallings/13723/,marlins, MIA,C,R
Nick Fortes,https://www.fangraphs.com/players/nick-fortes/21538/,marlins, MIA,C,R
Luke Williams,https://www.fangraphs.com/players/luke-williams/19931/,marlins, MIA,INF/OF,R
Bryan De La Cruz,https://www.fangraphs.com/players/bryan-de-la-cruz/19600/,marlins, MIA,OF,R
Billy Hamilton,https://www.fangraphs.com/players/billy-hamilton/10199/,marlins, MIA,OF,R
Sandy Alcantara,https://www.fangraphs.com/players/sandy-alcantara/18684/,marlins, MIA,SP,R
Trevor Rogers,https://www.fangraphs.com/players/trevor-rogers/22286/,marlins, MIA,SP,R
Pablo López,https://www.fangraphs.com/players/pablo-lopez/17085/,marlins, MIA,SP,L
Braxton Garrett,https://www.fangraphs.com/players/braxton-garrett/21844/,marlins, MIA,SP,R
Tanner Scott,https://www.fangraphs.com/players/tanner-scott/17586/,marlins, MIA,SP,L
Anthony Bass,https://www.fangraphs.com/players/anthony-bass/7982/,marlins, MIA,RP,L
Steven Okert,https://www.fangraphs.com/players/steven-okert/13580/,marlins, MIA,RP,R
Dylan Floro,https://www.fangraphs.com/players/dylan-floro/13394/,marlins, MIA,RP,L
Jimmy Yacabonis,https://www.fangraphs.com/players/jimmy-yacabonis/15157/,marlins, MIA,RP,R
Zach Pop,https://www.fangraphs.com/players/zach-pop/20185/,marlins, MIA,RP,R
Richard Bleier,https://www.fangraphs.com/players/richard-bleier/7803/,marlins, MIA,RP,R
Daniel Castano,https://www.fangraphs.com/players/daniel-castano/19805/,marlins, MIA,RP,L
Elieser Hernandez,https://www.fangraphs.com/players/elieser-hernandez/16933/,marlins, MIA,RP,L
Jazz Chisholm Jr.,https://www.fangraphs.com/players/jazz-chisholm-jr/20454/,marlins, MIA,RP,R
Jorge Soler,https://www.fangraphs.com/players/jorge-soler/14221/,marlins, MIA,2B,L
Edward Cabrera,https://www.fangraphs.com/players/edward-cabrera/21690/,marlins, MIA,OF,R
Jesús Luzardo,https://www.fangraphs.com/players/jesus-luzardo/19959/,marlins, MIA,SP,R
Cody Poteet,https://www.fangraphs.com/players/cody-poteet/18769/,marlins, MIA,SP,L
Anthony Bender,https://www.fangraphs.com/players/anthony-bender/19742/,marlins, MIA,SP,R
Paul Campbell,https://www.fangraphs.com/players/paul-campbell/22248/,marlins, MIA,RP,R
Sean Guenther,https://www.fangraphs.com/players/sean-guenther/20045/,marlins, MIA,RP,R
Cole Sulser,https://www.fangraphs.com/players/cole-sulser/15256/,marlins, MIA,RP,L
Christian Yelich,https://www.fangraphs.com/players/christian-yelich/11477/,brewers, MIL,LF,L
Willy Adames,https://www.fangraphs.com/players/willy-adames/15986/,brewers, MIL,SS,R
Rowdy Tellez,https://www.fangraphs.com/players/rowdy-tellez/15679/,brewers, MIL,1B,L
Andrew McCutchen,https://www.fangraphs.com/players/andrew-mccutchen/9847/,brewers, MIL,DH,R
Kolten Wong,https://www.fangraphs.com/players/kolten-wong/12532/,brewers, MIL,2B,L
Luis Urías,https://www.fangraphs.com/players/luis-urias/16622/,brewers, MIL,3B,R
Jace Peterson,https://www.fangraphs.com/players/jace-peterson/12325/,brewers, MIL,RF,L
Hunter Renfroe,https://www.fangraphs.com/players/hunter-renfroe/15464/,brewers, MIL,CF,R
Omar Narváez,https://www.fangraphs.com/players/omar-narvaez/13338/,brewers, MIL,C,L
Victor Caratini,https://www.fangraphs.com/players/victor-caratini/14968/,brewers, MIL,C/1B,S
Pedro Severino,https://www.fangraphs.com/players/pedro-severino/14523/,brewers, MIL,C,R
Mike Brosseau,https://www.fangraphs.com/players/mike-brosseau/19683/,brewers, MIL,INF/OF,R
Jonathan Davis,https://www.fangraphs.com/players/jonathan-davis/15104/,brewers, MIL,OF,R
Corbin Burnes,https://www.fangraphs.com/players/corbin-burnes/19361/,brewers, MIL,SP,R
Brandon Woodruff,https://www.fangraphs.com/players/brandon-woodruff/16162/,brewers, MIL,SP,R
Eric Lauer,https://www.fangraphs.com/players/eric-lauer/19316/,brewers, MIL,SP,L
Jason Alexander,https://www.fangraphs.com/players/jason-alexander/19666/,brewers, MIL,SP,R
Aaron Ashby,https://www.fangraphs.com/players/aaron-ashby/23550/,brewers, MIL,SP,L
Josh Hader,https://www.fangraphs.com/players/josh-hader/14212/,brewers, MIL,RP,L
Devin Williams,https://www.fangraphs.com/players/devin-williams/15816/,brewers, MIL,RP,R
Brad Boxberger,https://www.fangraphs.com/players/brad-boxberger/10133/,brewers, MIL,RP,R
Trevor Gott,https://www.fangraphs.com/players/trevor-gott/15046/,brewers, MIL,RP,R
Brent Suter,https://www.fangraphs.com/players/brent-suter/13942/,brewers, MIL,RP,L
Hoby Milner,https://www.fangraphs.com/players/hoby-milner/13346/,brewers, MIL,RP,L
Connor Sadzeck,https://www.fangraphs.com/players/connor-sadzeck/13483/,brewers, MIL,RP,R
Jandel Gustave,https://www.fangraphs.com/players/jandel-gustave/14665/,brewers, MIL,RP,R
Alex Jackson,https://www.fangraphs.com/players/alex-jackson/17276/,brewers, MIL,C,R
Tyrone Taylor,https://www.fangraphs.com/players/tyrone-taylor/13675/,brewers, MIL,OF,R
Adrian Houser,https://www.fangraphs.com/players/adrian-houser/12718/,brewers, MIL,SP,R
Freddy Peralta,https://www.fangraphs.com/players/freddy-peralta/18679/,brewers, MIL,SP,R
Jake Cousins,https://www.fangraphs.com/players/jake-cousins/21620/,brewers, MIL,RP,R
Luis Perdomo,https://www.fangraphs.com/players/luis-perdomo/14682/,brewers, MIL,RP,R
Miguel Sánchez,https://www.fangraphs.com/players/miguel-sanchez/20074/,brewers, MIL,RP,R
Justin Topa,https://www.fangraphs.com/players/justin-topa/15145/,brewers, MIL,RP,R
Brandon Nimmo,https://www.fangraphs.com/players/brandon-nimmo/12927/,mets, NYM,CF,L
Starling Marte,https://www.fangraphs.com/players/starling-marte/9241/,mets, NYM,RF,R
Francisco Lindor,https://www.fangraphs.com/players/francisco-lindor/12916/,mets, NYM,SS,S
Pete Alonso,https://www.fangraphs.com/players/pete-alonso/19251/,mets, NYM,1B,R
Jeff McNeil,https://www.fangraphs.com/players/jeff-mcneil/15362/,mets, NYM,DH,L
Mark Canha,https://www.fangraphs.com/players/mark-canha/11445/,mets, NYM,LF,R
Luis Guillorme,https://www.fangraphs.com/players/luis-guillorme/16451/,mets, NYM,2B,L
Eduardo Escobar,https://www.fangraphs.com/players/eduardo-escobar/6153/,mets, NYM,3B,S
Tomás Nido,https://www.fangraphs.com/players/tomas-nido/13755/,mets, NYM,C,R
Patrick Mazeika,https://www.fangraphs.com/players/patrick-mazeika/18142/,mets, NYM,C,L
Dominic Smith,https://www.fangraphs.com/players/dominic-smith/15653/,mets, NYM,1B/OF,L
J.D. Davis,https://www.fangraphs.com/players/jd-davis/16219/,mets, NYM,3B/1B,R
Travis Jankowski,https://www.fangraphs.com/players/travis-jankowski/13768/,mets, NYM,OF,L
Max Scherzer,https://www.fangraphs.com/players/max-scherzer/3137/,mets, NYM,SP,R
David Peterson,https://www.fangraphs.com/players/david-peterson/20302/,mets, NYM,SP,L
Chris Bassitt,https://www.fangraphs.com/players/chris-bassitt/12304/,mets, NYM,SP,R
Carlos Carrasco,https://www.fangraphs.com/players/carlos-carrasco/6632/,mets, NYM,SP,R
Taijuan Walker,https://www.fangraphs.com/players/taijuan-walker/11836/,mets, NYM,SP,R
Edwin Díaz,https://www.fangraphs.com/players/edwin-diaz/14710/,mets, NYM,RP,R
Seth Lugo,https://www.fangraphs.com/players/seth-lugo/12447/,mets, NYM,RP,R
Adam Ottavino,https://www.fangraphs.com/players/adam-ottavino/1247/,mets, NYM,RP,R
Drew Smith,https://www.fangraphs.com/players/drew-smith/17755/,mets, NYM,RP,R
Joely Rodríguez,https://www.fangraphs.com/players/joely-rodriguez/11487/,mets, NYM,RP,L
Tommy Hunter,https://www.fangraphs.com/players/tommy-hunter/1157/,mets, NYM,RP,R
Colin Holderman,https://www.fangraphs.com/players/colin-holderman/22361/,mets, NYM,RP,R
Trevor Williams,https://www.fangraphs.com/players/trevor-williams/16977/,mets, NYM,RP,R
James McCann,https://www.fangraphs.com/players/james-mccann/12859/,mets, NYM,C,R
Jacob deGrom,https://www.fangraphs.com/players/jacob-degrom/10954/,mets, NYM,SP,R
Joey Lucchesi,https://www.fangraphs.com/players/joey-lucchesi/19320/,mets, NYM,SP,L
Tylor Megill,https://www.fangraphs.com/players/tylor-megill/21318/,mets, NYM,SP,R
John Curtiss,https://www.fangraphs.com/players/john-curtiss/16128/,mets, NYM,RP,R
Trevor May,https://www.fangraphs.com/players/trevor-may/6398/,mets, NYM,RP,R
Sean Reid-Foley,https://www.fangraphs.com/players/sean-reid-foley/17034/,mets, NYM,RP,R
Kyle Schwarber,https://www.fangraphs.com/players/kyle-schwarber/16478/,phillies, PHI,LF,L
Rhys Hoskins,https://www.fangraphs.com/players/rhys-hoskins/16472/,phillies, PHI,1B,R
Nick Castellanos,https://www.fangraphs.com/players/nick-castellanos/11737/,phillies, PHI,RF,R
Darick Hall,https://www.fangraphs.com/players/darick-hall/19717/,phillies, PHI,DH,L
J.T. Realmuto,https://www.fangraphs.com/players/jt-realmuto/11739/,phillies, PHI,C,R
Didi Gregorius,https://www.fangraphs.com/players/didi-gregorius/6012/,phillies, PHI,SS,L
Alec Bohm,https://www.fangraphs.com/players/alec-bohm/21618/,phillies, PHI,3B,R
Bryson Stott,https://www.fangraphs.com/players/bryson-stott/26294/,phillies, PHI,2B,L
Matt Vierling,https://www.fangraphs.com/players/matt-vierling/21558/,phillies, PHI,CF,R
Garrett Stubbs,https://www.fangraphs.com/players/garrett-stubbs/18067/,phillies, PHI,C,L
Yairo Muñoz,https://www.fangraphs.com/players/yairo-munoz/16313/,phillies, PHI,INF/OF,R
Odúbel Herrera,https://www.fangraphs.com/players/odubel-herrera/11476/,phillies, PHI,OF,L
Mickey Moniak,https://www.fangraphs.com/players/mickey-moniak/19956/,phillies, PHI,OF,L
Aaron Nola,https://www.fangraphs.com/players/aaron-nola/16149/,phillies, PHI,SP,R
Zack Wheeler,https://www.fangraphs.com/players/zack-wheeler/10310/,phillies, PHI,SP,R
Cristopher Sánchez,https://www.fangraphs.com/players/cristopher-sanchez/20778/,phillies, PHI,SP,L
Kyle Gibson,https://www.fangraphs.com/players/kyle-gibson/10123/,phillies, PHI,SP,R
Seranthony Domínguez,https://www.fangraphs.com/players/seranthony-dominguez/19249/,phillies, PHI,RP,R
Brad Hand,https://www.fangraphs.com/players/brad-hand/9111/,phillies, PHI,RP,L
Corey Knebel,https://www.fangraphs.com/players/corey-knebel/15010/,phillies, PHI,RP,R
José Alvarado,https://www.fangraphs.com/players/jose-alvarado/17780/,phillies, PHI,RP,L
Andrew Bellatti,https://www.fangraphs.com/players/andrew-bellatti/10657/,phillies, PHI,RP,R
Nick Nelson,https://www.fangraphs.com/players/nick-nelson/20153/,phillies, PHI,RP,R
Jeurys Familia,https://www.fangraphs.com/players/jeurys-familia/5114/,phillies, PHI,RP,R
Cristopher Sánchez,https://www.fangraphs.com/players/cristopher-sanchez/20778/,phillies, PHI,RP,L
Mark Appel,https://www.fangraphs.com/players/mark-appel/14823/,phillies, PHI,RP,R
Jean Segura,https://www.fangraphs.com/players/jean-segura/5933/,phillies, PHI,2B,R
Johan Camargo,https://www.fangraphs.com/players/johan-camargo/14950/,phillies, PHI,INF,S
Nick Maton,https://www.fangraphs.com/players/nick-maton/21635/,phillies, PHI,INF,L
Bryce Harper,https://www.fangraphs.com/players/bryce-harper/11579/,phillies, PHI,OF,L
Zach Eflin,https://www.fangraphs.com/players/zach-eflin/13774/,phillies, PHI,SP,R
James McArthur,https://www.fangraphs.com/players/james-mcarthur/sa3007715/,phillies, PHI,SP,R
Ranger Suárez,https://www.fangraphs.com/players/ranger-suarez/17277/,phillies, PHI,SP,L
Connor Brogdon,https://www.fangraphs.com/players/connor-brogdon/21205/,phillies, PHI,RP,R
Sam Coonrod,https://www.fangraphs.com/players/sam-coonrod/17264/,phillies, PHI,RP,R
Damon Jones,https://www.fangraphs.com/players/damon-jones/23310/,phillies, PHI,RP,L
JoJo Romero,https://www.fangraphs.com/players/jojo-romero/19574/,phillies, PHI,RP,L
Ryan Sherriff,https://www.fangraphs.com/players/ryan-sherriff/12249/,phillies, PHI,RP,L
Ben Gamel,https://www.fangraphs.com/players/ben-gamel/12160/,pirates, PIT,RF,L
Daniel Vogelbach,https://www.fangraphs.com/players/daniel-vogelbach/14130/,pirates, PIT,DH,L
Ke'Bryan Hayes,https://www.fangraphs.com/players/kebryan-hayes/18577/,pirates, PIT,3B,R
Yoshi Tsutsugo,https://www.fangraphs.com/players/yoshi-tsutsugo/27459/,pirates, PIT,1B,L
Oneil Cruz,https://www.fangraphs.com/players/oneil-cruz/21711/,pirates, PIT,SS,L
Kevin Newman,https://www.fangraphs.com/players/kevin-newman/17696/,pirates, PIT,2B,R
Jack Suwinski,https://www.fangraphs.com/players/jack-suwinski/22244/,pirates, PIT,LF,L
Michael Perez,https://www.fangraphs.com/players/michael-perez/12977/,pirates, PIT,C,L
Jake Marisnick,https://www.fangraphs.com/players/jake-marisnick/11339/,pirates, PIT,CF,R
Jason Delay,https://www.fangraphs.com/players/jason-delay/19806/,pirates, PIT,C,R
Michael Chavis,https://www.fangraphs.com/players/michael-chavis/17321/,pirates, PIT,INF,R
Diego Castillo,https://www.fangraphs.com/players/diego-castillo/19906/,pirates, PIT,INF/OF,R
Josh VanMeter,https://www.fangraphs.com/players/josh-vanmeter/15170/,pirates, PIT,INF/OF,L
José Quintana,https://www.fangraphs.com/players/jose-quintana/11423/,pirates, PIT,SP,L
Mitch Keller,https://www.fangraphs.com/players/mitch-keller/17594/,pirates, PIT,SP,R
JT Brubaker,https://www.fangraphs.com/players/jt-brubaker/17578/,pirates, PIT,SP,R
Zach Thompson,https://www.fangraphs.com/players/zach-thompson/16094/,pirates, PIT,SP,R
David Bednar,https://www.fangraphs.com/players/david-bednar/19569/,pirates, PIT,RP,R
Yerry De Los Santos,https://www.fangraphs.com/players/yerry-de-los-santos/21420/,pirates, PIT,RP,R
Wil Crowe,https://www.fangraphs.com/players/wil-crowe/19800/,pirates, PIT,RP,R
Chris Stratton,https://www.fangraphs.com/players/chris-stratton/13761/,pirates, PIT,RP,R
