Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
CHICAGO CUBS,Keegan Thompson,advanced,Pitcher,Handedness,2022,vs L,9.56,4.22,2.27,0.28,0.25,0.11,0.14,0.205,1.22,0.277,0.8370000000000001,0.195,0.415,0.39,0.125,0.031,0.11800000000000001,0.369,0.31,0.321,0.23800000000000002,0.5,0.262,27.6,81.5,L,1
ARIZONA DIAMONDBACKS,Zac Gallen,advanced,Pitcher,Handedness,2022,vs R,8.66,3.02,2.87,1.01,0.221,0.077,0.14400000000000002,0.25,1.3,0.304,0.759,0.2,0.408,0.392,0.11800000000000001,0.098,0.113,0.385,0.292,0.32299999999999995,0.138,0.569,0.292,31.6,87.5,R,1
SAN FRANCISCO GIANTS,Alex Wood,advanced,Pitcher,Handedness,2022,vs R,8.76,2.59,3.39,1.01,0.221,0.065,0.156,0.288,1.44,0.349,0.677,0.22399999999999998,0.479,0.297,0.053,0.12300000000000001,0.13,0.42,0.35200000000000004,0.228,0.155,0.575,0.26899999999999996,30.9,82.4,R,1
CLEVELAND GUARDIANS,Shane Bieber,advanced,Pitcher,Handedness,2022,vs L,10.0,2.2,4.55,0.6,0.282,0.062,0.22,0.202,0.98,0.268,0.711,0.184,0.465,0.35100000000000003,0.05,0.075,0.057,0.426,0.278,0.29600000000000004,0.122,0.504,0.374,29.2,82.9,L,1
CLEVELAND GUARDIANS,Shane Bieber,advanced,Pitcher,Handedness,2022,vs R,8.31,2.08,4.0,0.59,0.226,0.055999999999999994,0.16899999999999998,0.263,1.24,0.329,0.7240000000000001,0.267,0.43200000000000005,0.301,0.075,0.075,0.053,0.384,0.39,0.226,0.147,0.5479999999999999,0.305,29.2,82.9,R,1
CLEVELAND GUARDIANS,Aaron Civale,advanced,Pitcher,Handedness,2022,vs L,9.78,3.13,3.13,1.17,0.25,0.08,0.17,0.278,1.43,0.344,0.556,0.258,0.364,0.379,0.04,0.12,0.083,0.552,0.313,0.134,0.16399999999999998,0.522,0.313,29.7,85.2,L,1
SEATTLE MARINERS,Robbie Ray,advanced,Pitcher,Handedness,2022,vs R,9.85,3.55,2.78,1.28,0.267,0.096,0.171,0.216,1.18,0.266,0.797,0.184,0.41,0.406,0.105,0.13699999999999998,0.052000000000000005,0.46,0.32299999999999995,0.217,0.166,0.494,0.34,31.0,75.5,R,1
MIAMI MARLINS,Trevor Rogers,advanced,Pitcher,Handedness,2022,vs L,10.8,6.38,1.69,0.49,0.262,0.155,0.107,0.239,1.64,0.333,0.664,0.22899999999999998,0.521,0.25,0.0,0.083,0.04,0.36700000000000005,0.38799999999999996,0.245,0.34700000000000003,0.51,0.14300000000000002,28.1,76.7,L,1
MIAMI MARLINS,Trevor Rogers,advanced,Pitcher,Handedness,2022,vs R,7.84,3.92,2.0,1.36,0.193,0.096,0.096,0.283,1.56,0.322,0.6709999999999999,0.223,0.38799999999999996,0.38799999999999996,0.027000000000000003,0.12300000000000001,0.096,0.429,0.33899999999999997,0.233,0.18,0.54,0.28,28.1,76.7,R,1
MIAMI MARLINS,Tanner Scott,advanced,Pitcher,Handedness,2022,vs R,13.5,5.84,2.31,0.73,0.33,0.14300000000000002,0.188,0.22,1.46,0.327,0.682,0.321,0.375,0.304,0.0,0.11800000000000001,0.095,0.33299999999999996,0.368,0.298,0.08800000000000001,0.596,0.316,30.4,74.9,R,1
NEW YORK METS,Chris Bassitt,advanced,Pitcher,Handedness,2022,vs L,9.61,3.43,2.8,1.83,0.24600000000000002,0.08800000000000001,0.158,0.25,1.35,0.291,0.7140000000000001,0.14400000000000002,0.405,0.45,0.08,0.16,0.044000000000000004,0.369,0.342,0.28800000000000003,0.207,0.5770000000000001,0.21600000000000003,25.7,78.8,L,1
NEW YORK METS,Carlos Carrasco,advanced,Pitcher,Handedness,2022,vs L,9.76,2.7,3.62,1.25,0.257,0.071,0.18600000000000003,0.275,1.36,0.348,0.6459999999999999,0.193,0.479,0.32799999999999996,0.026000000000000002,0.154,0.053,0.488,0.273,0.24,0.099,0.5539999999999999,0.34700000000000003,36.1,81.8,L,1
NEW YORK METS,Tylor Megill,advanced,Pitcher,Handedness,2022,vs L,7.71,3.0,2.57,1.71,0.188,0.073,0.115,0.287,1.52,0.318,0.73,0.221,0.426,0.353,0.125,0.16699999999999998,0.034,0.429,0.386,0.18600000000000003,0.171,0.586,0.243,25.7,77.0,L,1
BALTIMORE ORIOLES,Dean Kremer,advanced,Pitcher,Handedness,2022,vs L,9.16,3.86,2.38,0.48,0.257,0.10800000000000001,0.149,0.231,1.23,0.304,0.88,0.326,0.261,0.413,0.105,0.053,0.0,0.426,0.34,0.23399999999999999,0.213,0.5529999999999999,0.23399999999999999,30.4,81.5,L,1
BALTIMORE ORIOLES,Austin Voth,advanced,Pitcher,Handedness,2022,vs L,9.7,1.27,7.67,0.84,0.242,0.032,0.21100000000000002,0.315,1.5,0.403,0.685,0.309,0.353,0.33799999999999997,0.087,0.087,0.125,0.348,0.391,0.261,0.13,0.667,0.203,23.1,81.4,L,1
SAN DIEGO PADRES,Blake Snell,advanced,Pitcher,Handedness,2022,vs R,11.72,4.84,2.42,1.02,0.29100000000000004,0.12,0.171,0.241,1.47,0.326,0.647,0.19399999999999998,0.366,0.441,0.098,0.098,0.11800000000000001,0.376,0.32299999999999995,0.301,0.161,0.516,0.32299999999999995,31.3,77.8,R,1
SAN DIEGO PADRES,Sean Manaea,advanced,Pitcher,Handedness,2022,vs R,9.7,3.15,3.08,1.31,0.256,0.083,0.17300000000000001,0.245,1.28,0.298,0.716,0.2,0.395,0.405,0.091,0.13,0.067,0.408,0.35100000000000003,0.24100000000000002,0.152,0.524,0.325,27.4,79.5,R,1
PHILADELPHIA PHILLIES,Zack Wheeler,advanced,Pitcher,Handedness,2022,vs L,9.72,2.52,3.86,0.72,0.27,0.07,0.2,0.201,1.02,0.262,0.738,0.248,0.41100000000000003,0.341,0.045,0.091,0.075,0.469,0.308,0.223,0.177,0.562,0.262,33.4,81.0,L,1
PHILADELPHIA PHILLIES,Zach Eflin,advanced,Pitcher,Handedness,2022,vs L,7.64,2.45,3.11,1.09,0.192,0.062,0.13,0.278,1.39,0.324,0.6679999999999999,0.21899999999999997,0.34299999999999997,0.43799999999999994,0.065,0.087,0.055999999999999994,0.45299999999999996,0.321,0.226,0.179,0.594,0.226,29.5,83.3,L,1
TEXAS RANGERS,Jon Gray,advanced,Pitcher,Handedness,2022,vs R,10.31,2.68,3.85,1.44,0.276,0.07200000000000001,0.204,0.229,1.17,0.282,0.687,0.198,0.414,0.38799999999999996,0.133,0.156,0.021,0.368,0.376,0.256,0.179,0.513,0.308,30.7,81.1,R,1
BOSTON RED SOX,Kutter Crawford,advanced,Pitcher,Handedness,2022,vs R,10.69,3.38,3.17,0.56,0.275,0.087,0.188,0.254,1.38,0.349,0.728,0.205,0.318,0.47700000000000004,0.19,0.048,0.071,0.43200000000000005,0.318,0.25,0.205,0.5,0.295,26.7,80.4,R,1
BOSTON RED SOX,Rich Hill,advanced,Pitcher,Handedness,2022,vs L,9.58,3.48,2.75,0.87,0.262,0.095,0.16699999999999998,0.211,1.16,0.269,0.47200000000000003,0.231,0.34600000000000003,0.423,0.364,0.091,0.0,0.40700000000000003,0.33299999999999996,0.259,0.185,0.556,0.259,25.4,84.7,L,1
CINCINNATI REDS,Hunter Greene,advanced,Pitcher,Handedness,2022,vs L,12.02,4.64,2.59,1.9,0.311,0.12,0.191,0.209,1.29,0.258,0.698,0.218,0.248,0.535,0.07400000000000001,0.16699999999999998,0.12,0.382,0.324,0.294,0.11800000000000001,0.569,0.314,26.3,76.4,L,1
CINCINNATI REDS,Hunter Greene,advanced,Pitcher,Handedness,2022,vs R,10.55,3.16,3.33,2.74,0.267,0.08,0.187,0.262,1.38,0.292,0.753,0.21,0.294,0.496,0.11900000000000001,0.22,0.086,0.445,0.319,0.235,0.134,0.513,0.353,26.3,76.4,R,1
CINCINNATI REDS,Nick Lodolo,advanced,Pitcher,Handedness,2022,vs R,12.63,3.05,4.14,1.74,0.29600000000000004,0.071,0.22399999999999998,0.318,1.69,0.436,0.833,0.305,0.39,0.305,0.16699999999999998,0.222,0.087,0.39,0.40700000000000003,0.203,0.22,0.441,0.33899999999999997,28.6,77.7,R,1
CINCINNATI REDS,Tyler Mahle,advanced,Pitcher,Handedness,2022,vs L,10.13,4.26,2.38,0.89,0.26899999999999996,0.113,0.156,0.217,1.26,0.278,0.7020000000000001,0.141,0.375,0.484,0.145,0.081,0.042,0.42,0.298,0.282,0.22899999999999998,0.519,0.252,28.0,78.3,L,1
CINCINNATI REDS,Tyler Mahle,advanced,Pitcher,Handedness,2022,vs R,9.72,2.59,3.75,1.08,0.24600000000000002,0.066,0.18,0.263,1.34,0.328,0.667,0.23399999999999999,0.315,0.452,0.107,0.08900000000000001,0.128,0.379,0.331,0.29,0.153,0.532,0.315,28.0,78.3,R,1
KANSAS CITY ROYALS,Daniel Lynch,advanced,Pitcher,Handedness,2022,vs R,9.44,3.63,2.6,1.31,0.231,0.08900000000000001,0.142,0.278,1.52,0.335,0.711,0.191,0.37200000000000005,0.436,0.061,0.11,0.071,0.42,0.34600000000000003,0.23399999999999999,0.11699999999999999,0.5,0.38299999999999995,30.4,82.3,R,1
DETROIT TIGERS,Tarik Skubal,advanced,Pitcher,Handedness,2022,vs R,9.71,2.84,3.42,0.95,0.263,0.077,0.18600000000000003,0.245,1.24,0.313,0.725,0.17600000000000002,0.436,0.387,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.35,0.39299999999999996,0.257,0.136,0.524,0.34,30.6,80.4,R,1
MINNESOTA TWINS,Joe Ryan,advanced,Pitcher,Handedness,2022,vs R,10.1,2.58,3.91,0.94,0.26899999999999996,0.069,0.2,0.219,1.12,0.283,0.718,0.19399999999999998,0.301,0.505,0.154,0.077,0.09699999999999999,0.369,0.35,0.282,0.204,0.524,0.272,26.0,79.7,R,1
MINNESOTA TWINS,Bailey Ober,advanced,Pitcher,Handedness,2022,vs L,5.93,3.29,1.8,0.0,0.134,0.075,0.06,0.333,1.83,0.377,0.76,0.308,0.135,0.5579999999999999,0.10300000000000001,0.0,0.14300000000000002,0.358,0.321,0.321,0.17,0.642,0.18899999999999997,34.6,80.6,L,1
MINNESOTA TWINS,Chris Paddack,advanced,Pitcher,Handedness,2022,vs L,8.64,0.0,8.0,0.0,0.22899999999999998,0.0,0.22899999999999998,0.324,1.32,0.423,0.75,0.2,0.44,0.36,0.111,0.0,0.182,0.385,0.34600000000000003,0.26899999999999996,0.154,0.5770000000000001,0.26899999999999996,30.7,75.5,L,1
MINNESOTA TWINS,Chris Paddack,advanced,Pitcher,Handedness,2022,vs R,7.71,1.29,6.0,0.0,0.207,0.034,0.172,0.259,1.14,0.318,0.563,0.256,0.442,0.302,0.154,0.0,0.105,0.409,0.318,0.273,0.159,0.614,0.22699999999999998,30.7,75.5,R,1
CHICAGO WHITE SOX,Dylan Cease,advanced,Pitcher,Handedness,2022,vs L,12.09,4.63,2.61,0.4,0.303,0.11599999999999999,0.187,0.249,1.48,0.369,0.782,0.248,0.40700000000000003,0.345,0.051,0.051,0.022000000000000002,0.48700000000000004,0.301,0.212,0.142,0.593,0.265,31.4,73.3,L,1
CHICAGO WHITE SOX,Lance Lynn,advanced,Pitcher,Handedness,2022,vs R,10.69,2.81,3.8,0.56,0.268,0.07,0.19699999999999998,0.254,1.31,0.341,0.41700000000000004,0.289,0.42200000000000004,0.289,0.077,0.077,0.158,0.37799999999999995,0.33299999999999996,0.289,0.111,0.467,0.42200000000000004,26.3,78.4,R,1
