Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
CHICAGO CUBS,Marcus Stroman,advanced,Pitcher,Handedness,2022,vs L,9.64,1.29,7.5,1.29,0.265,0.035,0.23,0.259,1.14,0.32,0.49200000000000005,0.295,0.449,0.256,0.05,0.2,0.028999999999999998,0.392,0.392,0.215,0.203,0.532,0.266,29.5,86.8,L,0
CHICAGO CUBS,Justin Steele,advanced,Pitcher,Handedness,2022,vs L,12.54,4.34,2.89,0.0,0.317,0.11,0.207,0.264,1.5,0.404,0.643,0.152,0.5,0.348,0.063,0.0,0.043,0.298,0.511,0.191,0.128,0.596,0.27699999999999997,24.3,83.9,L,0
CHICAGO CUBS,Wade Miley,advanced,Pitcher,Handedness,2022,vs L,7.88,0.0,7.0,0.0,0.233,0.0,0.233,0.172,0.63,0.227,0.667,0.22699999999999998,0.455,0.318,0.14300000000000002,0.0,0.1,0.409,0.409,0.182,0.22699999999999998,0.545,0.22699999999999998,27.7,85.1,L,0
ARIZONA DIAMONDBACKS,Zac Gallen,advanced,Pitcher,Handedness,2022,vs L,8.72,2.34,3.73,1.06,0.248,0.067,0.182,0.172,0.87,0.2,0.6970000000000001,0.157,0.5,0.34299999999999997,0.081,0.135,0.037000000000000005,0.42700000000000005,0.373,0.2,0.16399999999999998,0.591,0.245,31.6,87.5,L,0
LOS ANGELES DODGERS,Tony Gonsolin,advanced,Pitcher,Handedness,2022,vs L,8.81,2.3,3.83,0.57,0.254,0.066,0.188,0.168,0.85,0.21,0.8420000000000001,0.174,0.405,0.42100000000000004,0.059000000000000004,0.059000000000000004,0.02,0.484,0.311,0.205,0.08199999999999999,0.615,0.303,30.7,80.6,L,0
SAN FRANCISCO GIANTS,Logan Webb,advanced,Pitcher,Handedness,2022,vs L,7.15,2.78,2.57,0.6,0.183,0.071,0.11199999999999999,0.267,1.37,0.317,0.769,0.196,0.58,0.22399999999999998,0.031,0.094,0.084,0.49,0.33799999999999997,0.172,0.131,0.5379999999999999,0.331,32.5,84.2,L,0
SAN FRANCISCO GIANTS,Logan Webb,advanced,Pitcher,Handedness,2022,vs R,8.14,1.63,5.0,0.54,0.23600000000000002,0.047,0.18899999999999997,0.208,0.93,0.261,0.736,0.179,0.547,0.27399999999999997,0.122,0.08199999999999999,0.092,0.361,0.41700000000000004,0.222,0.21100000000000002,0.578,0.21100000000000002,32.5,84.2,R,0
SAN FRANCISCO GIANTS,Alex Wood,advanced,Pitcher,Handedness,2022,vs L,8.74,1.19,7.33,0.4,0.268,0.037000000000000005,0.23199999999999998,0.192,0.79,0.25,0.723,0.228,0.579,0.193,0.0,0.091,0.0,0.298,0.439,0.263,0.21100000000000002,0.667,0.12300000000000001,30.9,82.4,L,0
SAN FRANCISCO GIANTS,Alex Cobb,advanced,Pitcher,Handedness,2022,vs L,8.28,3.68,2.25,0.61,0.20600000000000002,0.092,0.115,0.286,1.57,0.356,0.532,0.18,0.607,0.213,0.0,0.105,0.055999999999999994,0.435,0.37,0.196,0.196,0.5870000000000001,0.217,33.6,84.9,L,0
SAN FRANCISCO GIANTS,Alex Cobb,advanced,Pitcher,Handedness,2022,vs R,9.62,2.14,4.5,0.8,0.255,0.057,0.19899999999999998,0.252,1.22,0.323,0.635,0.179,0.642,0.179,0.0,0.17600000000000002,0.18,0.495,0.242,0.263,0.221,0.505,0.27399999999999997,33.6,84.9,R,0
SAN FRANCISCO GIANTS,Jakob Junis,advanced,Pitcher,Handedness,2022,vs L,6.64,0.89,7.5,1.77,0.195,0.026000000000000002,0.16899999999999998,0.2,0.84,0.196,0.789,0.183,0.483,0.33299999999999996,0.1,0.2,0.0,0.5,0.28300000000000003,0.217,0.1,0.65,0.25,29.4,86.3,L,0
SAN FRANCISCO GIANTS,Jakob Junis,advanced,Pitcher,Handedness,2022,vs R,8.13,2.6,3.13,0.65,0.22699999999999998,0.073,0.155,0.208,1.05,0.257,0.882,0.171,0.474,0.355,0.111,0.07400000000000001,0.027999999999999997,0.276,0.447,0.276,0.171,0.513,0.316,29.4,86.3,R,0
MIAMI MARLINS,Sandy Alcantara,advanced,Pitcher,Handedness,2022,vs L,6.9,2.06,3.35,0.36,0.201,0.06,0.141,0.194,0.91,0.233,0.725,0.16,0.5529999999999999,0.28600000000000003,0.102,0.051,0.044000000000000004,0.335,0.445,0.22,0.239,0.493,0.268,33.2,80.5,L,0
MIAMI MARLINS,Sandy Alcantara,advanced,Pitcher,Handedness,2022,vs R,8.68,2.25,3.86,0.48,0.255,0.066,0.18899999999999997,0.191,0.91,0.248,0.8859999999999999,0.107,0.586,0.307,0.233,0.07,0.098,0.47100000000000003,0.32899999999999996,0.2,0.2,0.557,0.243,33.2,80.5,R,0
MIAMI MARLINS,Braxton Garrett,advanced,Pitcher,Handedness,2022,vs L,5.59,1.86,3.0,0.93,0.15,0.05,0.1,0.237,1.14,0.258,0.41700000000000004,0.29,0.645,0.065,0.0,0.5,0.0,0.531,0.21899999999999997,0.25,0.156,0.6559999999999999,0.188,36.0,88.4,L,0
MIAMI MARLINS,Anthony Bender,advanced,Pitcher,Handedness,2022,vs R,11.74,3.52,3.33,2.35,0.294,0.08800000000000001,0.20600000000000002,0.241,1.3,0.278,0.732,0.2,0.55,0.25,0.2,0.4,0.0,0.35,0.4,0.25,0.3,0.45,0.25,29.5,79.3,R,0
NEW YORK METS,David Peterson,advanced,Pitcher,Handedness,2022,vs L,9.87,3.12,3.17,2.6,0.292,0.092,0.2,0.172,0.92,0.147,0.6,0.10300000000000001,0.5379999999999999,0.359,0.0,0.35700000000000004,0.095,0.33299999999999996,0.436,0.231,0.205,0.41,0.385,28.0,84.0,L,0
NEW YORK METS,Taijuan Walker,advanced,Pitcher,Handedness,2022,vs L,8.51,4.11,2.07,0.59,0.22699999999999998,0.109,0.11699999999999999,0.221,1.27,0.28,0.887,0.16699999999999998,0.488,0.345,0.172,0.069,0.024,0.345,0.405,0.25,0.16699999999999998,0.536,0.298,32.2,83.9,L,0
BALTIMORE ORIOLES,Kyle Bradish,advanced,Pitcher,Handedness,2022,vs L,9.7,3.38,2.88,0.84,0.267,0.09300000000000001,0.174,0.247,1.27,0.321,0.785,0.218,0.545,0.23600000000000002,0.0,0.154,0.033,0.436,0.382,0.182,0.073,0.564,0.364,26.3,87.5,L,0
SAN DIEGO PADRES,Joe Musgrove,advanced,Pitcher,Handedness,2022,vs R,8.34,1.39,6.0,1.19,0.243,0.04,0.20199999999999999,0.202,0.88,0.231,0.7979999999999999,0.156,0.5,0.344,0.11900000000000001,0.14300000000000002,0.033,0.377,0.361,0.262,0.18899999999999997,0.615,0.19699999999999998,32.6,82.3,R,0
SAN DIEGO PADRES,Blake Snell,advanced,Pitcher,Handedness,2022,vs L,12.27,4.91,2.5,0.82,0.33299999999999996,0.133,0.2,0.158,1.09,0.227,0.7759999999999999,0.0,0.652,0.348,0.125,0.125,0.0,0.304,0.522,0.174,0.087,0.478,0.435,31.3,77.8,L,0
SAN DIEGO PADRES,Yu Darvish,advanced,Pitcher,Handedness,2022,vs L,8.08,2.24,3.62,0.34,0.226,0.063,0.163,0.195,0.96,0.245,0.8170000000000001,0.217,0.413,0.371,0.038,0.038,0.034,0.462,0.276,0.262,0.131,0.628,0.24100000000000002,28.4,80.8,L,0
SAN DIEGO PADRES,Mike Clevinger,advanced,Pitcher,Handedness,2022,vs R,9.16,2.41,3.8,0.0,0.25,0.066,0.184,0.186,0.96,0.255,0.737,0.14,0.52,0.34,0.059000000000000004,0.0,0.115,0.49,0.275,0.235,0.196,0.588,0.21600000000000003,27.5,82.4,R,0
PHILADELPHIA PHILLIES,Zach Eflin,advanced,Pitcher,Handedness,2022,vs R,7.2,1.54,4.67,1.03,0.201,0.043,0.158,0.223,1.0,0.25,0.6579999999999999,0.163,0.529,0.308,0.094,0.125,0.0,0.442,0.298,0.26,0.298,0.51,0.192,29.5,83.3,R,0
TEXAS RANGERS,Jon Gray,advanced,Pitcher,Handedness,2022,vs L,9.46,3.23,2.93,0.69,0.252,0.086,0.166,0.24,1.26,0.311,0.726,0.264,0.44299999999999995,0.292,0.032,0.09699999999999999,0.043,0.33,0.462,0.20800000000000002,0.179,0.519,0.302,30.7,81.1,L,0
TAMPA BAY RAYS,Josh Fleming,advanced,Pitcher,Handedness,2022,vs L,12.1,0.93,13.0,0.0,0.317,0.024,0.293,0.275,1.24,0.407,0.25,0.111,0.741,0.14800000000000002,0.0,0.0,0.2,0.444,0.33299999999999996,0.222,0.259,0.556,0.185,33.1,85.1,L,0
CINCINNATI REDS,Luis Castillo,advanced,Pitcher,Handedness,2022,vs L,8.73,3.82,2.29,0.82,0.225,0.099,0.127,0.202,1.18,0.242,0.7070000000000001,0.21100000000000002,0.489,0.3,0.07400000000000001,0.111,0.068,0.366,0.419,0.215,0.09699999999999999,0.5479999999999999,0.355,27.7,80.2,L,0
CINCINNATI REDS,Luis Castillo,advanced,Pitcher,Handedness,2022,vs R,9.95,2.13,4.67,0.47,0.278,0.06,0.21899999999999997,0.214,1.03,0.289,0.78,0.192,0.505,0.303,0.133,0.067,0.1,0.465,0.303,0.23199999999999998,0.182,0.5760000000000001,0.242,27.7,80.2,R,0
CINCINNATI REDS,Nick Lodolo,advanced,Pitcher,Handedness,2022,vs L,9.82,4.91,2.0,0.0,0.25,0.125,0.125,0.154,1.09,0.222,0.8,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,0.0,0.556,0.444,0.444,0.444,0.111,28.6,77.7,L,0
CINCINNATI REDS,Graham Ashcraft,advanced,Pitcher,Handedness,2022,vs L,4.78,1.69,2.83,0.28,0.13699999999999998,0.048,0.08900000000000001,0.209,0.94,0.235,0.752,0.204,0.5920000000000001,0.204,0.15,0.05,0.017,0.313,0.424,0.263,0.263,0.596,0.141,30.0,88.9,L,0
DETROIT TIGERS,Tarik Skubal,advanced,Pitcher,Handedness,2022,vs L,7.23,0.48,15.0,0.48,0.205,0.013999999999999999,0.192,0.257,1.02,0.309,0.484,0.182,0.6,0.218,0.0,0.083,0.061,0.35700000000000004,0.446,0.196,0.14300000000000002,0.6609999999999999,0.196,30.6,80.4,L,0
DETROIT TIGERS,Matt Manning,advanced,Pitcher,Handedness,2022,vs L,4.5,0.0,2.0,0.0,0.14300000000000002,0.0,0.14300000000000002,0.214,0.75,0.25,1.0,0.41700000000000004,0.5,0.083,0.0,0.0,0.0,0.33299999999999996,0.25,0.41700000000000004,0.083,0.75,0.16699999999999998,35.6,85.0,L,0
NEW YORK YANKEES,Jordan Montgomery,advanced,Pitcher,Handedness,2022,vs R,6.25,2.01,3.11,1.23,0.17,0.055,0.115,0.231,1.09,0.248,0.804,0.203,0.47200000000000003,0.325,0.1,0.138,0.034,0.402,0.35700000000000004,0.24100000000000002,0.153,0.586,0.261,33.7,79.5,R,0
